ItemIndex	Item Sub Group	Item Sub Index	Model     	Model Name                   	Item Name                          	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Defense Rate	Defense	Magic Resistance	Attack Speed	Walk Speed	Durability	Magic Dur	Magic Power	Combat Power	Req Str	Req Dex	Req Ene	Req Vit	Req Cmd	Req Lvl	Item Value	Money	Set Attr	DW	DK	FE	MG	DL	SUM	RF	GL	RW	SL	GC	LM	KM	IK	IceRes	PoisonRes	LightningRes	FireRes	EarthRes	WindRes	WaterRes	Dump	Transaction	Personal Store	Warehouse	Sell Npc	Expensive	Repair	Overlap	Pc Flag	Muun Flag	Mastery Pentagram	Pentagram Type	Pent Elem Damage	Pent Elem Defense	Elemental Defense
56       	0             	62            	Data\Item\	soulknightsword.bmd          	Soul Sword                         	14    	1     	1   	0        	200       	0   	5632       	0    	1     	44036     	46849     	1           	0      	0               	0           	0         	40        	0        	0          	0           	0      	141    	44     	100    	0      	0      	132       	3    	0       	0 	1 	0 	4 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
57       	0             	63            	Data\Item\	SoulmagicSword.bmd           	Soul Magic Sword                   	14    	2     	1   	0        	200       	0   	14336      	0    	1     	43780     	46593     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	103    	62     	15     	0      	0      	132       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
58       	0             	64            	Data\Item\	sword43.bmd                  	Soul Claws                         	14    	3     	1   	0        	200       	0   	3584       	1    	1     	21506     	24065     	1           	0      	0               	0           	0         	35        	0        	0          	0           	0      	82     	26     	0      	0      	0      	132       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	4 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
59       	0             	65            	Data\Item\	CookriShortSword.bmd         	[Bound] Cookery Short Sword        	1     	81    	5   	0        	82        	0   	5632       	0    	1     	25603     	28160     	0           	0      	0               	0           	0         	40        	0        	0          	0           	0      	47     	47     	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	1 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	0             	0        	0       	0        	1     	1      	1      	0        	0                	0             	0               	0                	0
60       	0             	66            	Data\Item\	FlatShortSword.bmd           	Flat Short Sword                   	1     	81    	1   	0        	1         	0   	5632       	0    	1     	259       	1536      	0           	0      	0               	0           	0         	20        	0        	0          	0           	0      	50     	0      	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	1 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	0      	1      	0        	0                	0             	0               	0                	0
61       	0             	67            	Data\Item\	DaciaShortSword.bmd          	Dacia Short Sword                  	1     	81    	1   	0        	55        	0   	5632       	0    	1     	12803     	15360     	0           	0      	0               	0           	0         	40        	0        	0          	0           	0      	40     	85     	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	1 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	0      	1      	0        	0                	0             	0               	0                	0
62       	0             	68            	Data\Item\	CookriShortSword.bmd         	Cookery Short Sword                	1     	81    	1   	0        	80        	0   	5632       	0    	1     	20483     	23040     	0           	0      	0               	0           	0         	40        	0        	0          	0           	0      	55     	155    	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	1 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	0      	1      	0        	0                	0             	0               	0                	0
63       	0             	69            	Data\Item\	ParryingShortSword.bmd       	Paring Short Sword                 	1     	81    	2   	0        	135       	0   	5632       	0    	1     	28163     	33280     	0           	0      	0               	0           	0         	45        	0        	0          	0           	0      	55     	190    	0      	0      	0      	124       	1    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	2 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
64       	0             	70            	Data\Item\	NovaculaShortSword.bmd       	Novakura Short Sword               	1     	81    	2   	0        	148       	0   	5632       	0    	1     	33283     	35840     	0           	0      	0               	0           	0         	45        	0        	0          	0           	0      	53     	185    	0      	0      	0      	144       	1    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	3 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
65       	0             	71            	Data\Item\	BloodangelShortSword.bmd     	Bloodangel Short Sword             	14    	81    	1   	0        	150       	0   	5632       	0    	1     	64003     	1024      	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	53     	175    	0      	0      	0      	144       	1    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	3 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
66       	0             	72            	Data\Item\	DarkangelShortSword.bmd      	Darkangel Short Sword              	14    	81    	1   	0        	160       	0   	5632       	0    	1     	11267     	13825     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	53     	175    	0      	0      	0      	88        	2    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	3 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
67       	0             	73            	Data\Item\	HolyAngelShortSword.bmd      	Holyangel Short Sword              	14    	81    	1   	0        	180       	0   	5632       	0    	1     	26627     	29185     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	49     	162    	0      	0      	0      	32        	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	3 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
68       	0             	74            	Data\Item\	SoulShortSword.bmd           	Soul Short Sword                   	14    	81    	1   	0        	200       	0   	5632       	0    	1     	41987     	47105     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	46     	151    	0      	0      	0      	132       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	4 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
69       	0             	75            	Data\Item\	Blue_eyeShortSword.bmd       	Blue Eye Short Sword               	14    	81    	1   	0        	220       	0   	5632       	0    	1     	57347     	65281     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	192    	610    	0      	0      	0      	232       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	4 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
70       	0             	76            	Data\Item\	AbsoluteShortSword.bmd       	Divine Short Sword of Arch.        	1     	81    	6   	0        	86        	0   	5632       	0    	1     	56323     	58880     	0           	0      	0               	0           	0         	45        	0        	0          	0           	0      	50     	145    	0      	0      	0      	0         	0    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	1 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
71       	0             	77            	Data\Item\	BlessedAbsoluteShortSword.bmd	Blessed Arch Abs. Short Sword      	1     	81    	8   	0        	200       	0   	5632       	0    	1     	1027      	3585      	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	25     	55     	0      	0      	0      	0         	0    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	1 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	0             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
72       	0             	78            	Data\Item\	hs_blueeyeknightA.bmd        	Blue Eye Sword                     	14    	1     	1   	0        	220       	0   	5632       	0    	1     	60420     	62977     	1           	0      	0               	0           	0         	40        	0        	0          	0           	0      	568    	184    	460    	0      	0      	232       	3    	0       	0 	1 	0 	4 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
73       	0             	79            	Data\Item\	blue_eye_magicsword01.bmd    	Blue Eye Magic Sword               	14    	2     	1   	0        	220       	0   	14336      	0    	1     	60164     	62721     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	418    	256    	78     	0      	0      	232       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
74       	0             	80            	Data\Item\	sword44.bmd                  	Blue Eye Claws                     	14    	3     	1   	0        	220       	0   	3584       	1    	1     	37890     	40449     	1           	0      	0               	0           	0         	35        	0        	0          	0           	0      	335    	113    	0      	0      	0      	232       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	4 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
75       	0             	81            	Data\Item\	06mastery_sword.bmd          	Silver Heart Sword                 	14    	1     	1   	0        	240       	0   	5632       	0    	1     	11268     	14082     	2           	0      	0               	0           	0         	40        	0        	0          	0           	0      	575    	187    	468    	0      	0      	76        	4    	0       	0 	1 	0 	4 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
76       	0             	82            	Data\Item\	06mastery_magicsword.bmd     	Silver Heart Magic Sword           	14    	2     	1   	0        	240       	0   	14336      	0    	1     	11012     	13570     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	76        	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
77       	0             	83            	Data\Item\	sword45.bmd                  	Silver Heart Claw                  	14    	3     	1   	0        	240       	0   	3584       	1    	1     	54274     	57345     	1           	0      	0               	0           	0         	35        	0        	0          	0           	0      	340    	114    	0      	0      	0      	76        	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	4 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
78       	0             	84            	Data\Item\	mastery_shortsword6.bmd      	Silver Heart Short Sword           	14    	81    	1   	0        	240       	0   	5632       	0    	1     	7171      	18178     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	195    	618    	0      	0      	0      	76        	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	4 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
79       	0             	85            	Data\Item\	masteryknsw_7cha.bmd         	Manticore Sword                    	14    	1     	1   	0        	260       	0   	5632       	0    	1     	27652     	30722     	2           	0      	0               	0           	0         	40        	0        	0          	0           	0      	575    	187    	468    	0      	0      	176       	4    	0       	0 	1 	0 	4 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
80       	0             	86            	Data\Item\	mastery7_maigcswrod.bmd      	Manticore Magic Sword              	14    	2     	1   	0        	260       	0   	14336      	0    	1     	27396     	29954     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	176       	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
81       	0             	87            	Data\Item\	sword46.bmd                  	Manticore Claw                     	14    	3     	1   	0        	260       	0   	3584       	1    	1     	5122      	8706      	2           	0      	0               	0           	0         	35        	0        	0          	0           	0      	340    	114    	0      	0      	0      	176       	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	4 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
82       	0             	88            	Data\Item\	mastery_short_Sword07.bmd    	Manticore Short Sword              	14    	81    	1   	0        	260       	0   	5632       	0    	1     	22531     	36610     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	195    	618    	0      	0      	0      	176       	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	4 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
83       	0             	89            	Data\Item\	MDHsword1a.bmd               	Blood Angel Magic Two-Handed Sword 	14    	2     	1   	1        	150       	0   	14336      	0    	2     	10244     	17665     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	120    	72     	17     	0      	0      	144       	1    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
84       	0             	90            	Data\Item\	master_twohandsword2.bmd     	Dark Angel Magic Two-Handed Sword  	14    	2     	1   	1        	160       	0   	14336      	0    	2     	24324     	32257     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	120    	72     	17     	0      	0      	88        	2    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
85       	0             	91            	Data\Item\	master_x2cha.bmd             	Holy Angel Magic Two-Handed Sword  	14    	2     	1   	1        	180       	0   	14336      	0    	2     	43268     	52993     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	111    	67     	16     	0      	0      	32        	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
86       	0             	92            	Data\Item\	MDHsword4b.bmd               	Soul Magic Two-Handed Sword        	14    	2     	1   	1        	200       	0   	14336      	0    	2     	62212     	7681      	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	103    	62     	15     	0      	0      	132       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
87       	0             	93            	Data\Item\	master_double05.bmd          	Blue Eye Magic Two-Handed Sword    	14    	2     	1   	1        	220       	0   	14336      	0    	2     	24068     	36866     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	418    	256    	78     	0      	0      	232       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
88       	0             	94            	Data\Item\	master_double06.bmd          	Silver Heart Magic Two-Handed Sword	14    	2     	1   	1        	240       	0   	14336      	0    	2     	50948     	63746     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	76        	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
89       	0             	95            	Data\Item\	master_twohandsw7.bmd        	Manticore Magic Two-Handed Sword   	14    	2     	1   	1        	260       	0   	14336      	0    	2     	12292     	25091     	3           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	176       	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
90       	0             	96            	Data\Item\	swrod_8cah.bmd               	Brilliant Sword                    	14    	1     	1   	0        	280       	0   	5632       	0    	1     	44036     	47362     	2           	0      	0               	0           	0         	40        	0        	0          	0           	0      	575    	187    	468    	0      	0      	20        	5    	0       	0 	1 	0 	4 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
91       	0             	97            	Data\Item\	maigic_swordmaster08.bmd     	Brilliant Magic Sword              	14    	2     	1   	0        	280       	0   	14336      	0    	1     	43780     	46338     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	20        	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
92       	0             	98            	Data\Item\	sword47.bmd                  	Brilliant Claws                    	14    	3     	1   	0        	280       	0   	3584       	1    	1     	21506     	25602     	2           	0      	0               	0           	0         	35        	0        	0          	0           	0      	340    	114    	0      	0      	0      	20        	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	4 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
93       	0             	99            	Data\Item\	mastery_short8cha.bmd        	Brilliant Short Sword              	14    	81    	1   	0        	280       	0   	5632       	0    	1     	37891     	55042     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	195    	618    	0      	0      	0      	20        	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	4 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
94       	0             	100           	Data\Item\	matery_twohandsword.bmd      	Brilliant Magic Two-Handed Sword   	14    	2     	1   	1        	280       	0   	14336      	0    	2     	39172     	51971     	3           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	20        	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
95       	0             	101           	Data\Item\	blade01.bmd                  	Silver Blade                       	1     	1     	1   	0        	45        	0   	0          	0    	1     	14084     	16640     	0           	0      	0               	0           	0         	35        	0        	0          	0           	0      	40     	80     	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	0      	1      	0        	0                	0             	0               	0                	0
96       	0             	102           	Data\Item\	blade02.bmd                  	Xeno Blade                         	1     	1     	1   	0        	85        	0   	0          	0    	1     	21764     	24320     	0           	0      	0               	0           	0         	35        	0        	0          	0           	0      	50     	140    	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	0      	1      	0        	0                	0             	0               	0                	0
97       	0             	103           	Data\Item\	blade13.bmd                  	Dragon Blade                       	1     	1     	2   	0        	133       	0   	0          	0    	1     	32004     	39680     	0           	0      	0               	0           	0         	40        	0        	0          	0           	0      	45     	175    	0      	0      	0      	124       	1    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
98       	0             	104           	Data\Item\	blade14.bmd                  	Blood Blade                        	1     	1     	2   	0        	149       	0   	0          	0    	1     	38404     	46080     	0           	0      	0               	0           	0         	40        	0        	0          	0           	0      	50     	180    	0      	0      	0      	144       	1    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
99       	0             	105           	Data\Item\	blade05.bmd                  	Blood Angel Blade                  	14    	1     	1   	0        	150       	0   	0          	0    	1     	4868      	6145      	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	50     	170    	0      	0      	0      	144       	1    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
100      	0             	106           	Data\Item\	blade06.bmd                  	Dark Angel Blade                   	14    	1     	1   	0        	160       	0   	0          	0    	1     	16388     	18945     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	50     	170    	0      	0      	0      	88        	2    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
101      	0             	107           	Data\Item\	blade07.bmd                  	Holy Angel Blade                   	14    	1     	1   	0        	180       	0   	0          	0    	1     	27908     	31745     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	48     	162    	0      	0      	0      	32        	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
102      	0             	108           	Data\Item\	blade08.bmd                  	Soul Blade                         	14    	1     	1   	0        	200       	0   	0          	0    	1     	46340     	47105     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	46     	153    	0      	0      	0      	132       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
103      	0             	109           	Data\Item\	blade09.bmd                  	Blue Eye Blade                     	14    	1     	1   	0        	220       	0   	0          	0    	1     	62724     	65281     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	201    	625    	0      	0      	0      	232       	3    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
104      	0             	110           	Data\Item\	blade10.bmd                  	Silver Heart Blade                 	14    	1     	1   	0        	240       	0   	0          	0    	1     	13572     	15874     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	207    	630    	0      	0      	0      	76        	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
105      	0             	111           	Data\Item\	blade11.bmd                  	Manticore Blade                    	14    	1     	1   	0        	260       	0   	0          	0    	1     	29956     	32770     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	207    	630    	0      	0      	0      	176       	4    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
106      	0             	112           	Data\Item\	blade12.bmd                  	Brilliant Blade                    	14    	1     	1   	0        	280       	0   	0          	0    	1     	45572     	50178     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	207    	630    	0      	0      	0      	20        	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
107      	0             	113           	Data\Item\	blade03.bmd                  	Archangel's Absolute Blade         	1     	1     	6   	0        	95        	0   	0          	0    	1     	65284     	2304      	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	55     	95     	0      	0      	0      	0         	0    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
108      	0             	114           	Data\Item\	blade04.bmd                  	Blessed Archangel's Absolute Blade 	1     	1     	8   	0        	200       	0   	0          	0    	1     	12548     	15105     	1           	0      	0               	0           	0         	45        	0        	0          	0           	0      	50     	85     	0      	0      	0      	0         	0    	0       	0 	0 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	0             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
109      	0             	115           	Data\Item\	blade02.bmd                  	[Bound] Xeno Blade                 	1     	1     	5   	0        	87        	0   	0          	0    	1     	24324     	26880     	0           	0      	0               	0           	0         	45        	0        	0          	0           	0      	45     	100    	0      	0      	0      	0         	0    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	0             	0        	0       	0        	1     	1      	1      	0        	0                	0             	0               	0                	0
110      	0             	116           	Data\Item\	apocalypse_sword.bmd         	Apocalypse Sword                   	14    	1     	1   	0        	300       	0   	5632       	0    	1     	60420     	64002     	2           	0      	0               	0           	0         	40        	0        	0          	0           	0      	575    	187    	468    	0      	0      	120       	5    	0       	0 	1 	0 	4 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
111      	0             	117           	Data\Item\	apocalypse__msword.bmd       	Apocalypse Magic Sword             	14    	2     	1   	0        	300       	0   	14336      	0    	1     	60164     	62722     	2           	0      	0               	0           	0         	45        	0        	0          	0           	0      	425    	262    	82     	0      	0      	120       	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	0 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
112      	0             	118           	Data\Item\	sword48.bmd                  	Apocalypse Claws                   	14    	3     	1   	0        	300       	0   	3584       	1    	1     	37890     	42498     	2           	0      	0               	0           	0         	35        	0        	0          	0           	0      	340    	114    	0      	0      	0      	120       	5    	0       	0 	1 	0 	0 	0 	   	0 	0 	4 	0 	0 	0 	0 	0 	0     	0        	0           	0      	0       	0      	0       	0   	0          	1             	1        	1       	1        	1     	1      	1      	0        	0                	0             	0               	0                	0
